,price,date,bathrooms,bedrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,yr_renovated,location
3222,705000,6/19/14,2,3,1716,1765,2,Very Good,Average,1908,2004,DC
3223,685000,11/7/14,2,4,1682,1111,2,Good,Above Average,1907,2005,DC
3224,929637,3/26/15,3.5,4,1680,1500,2,Very Good,Above Average,1907,2015,DC
3227,650000,5/22/14,2.5,4,1276,1796,2,Good,Above Average,1906,2016,DC
3228,889500,12/2/14,3.5,4,1800,1873,2,Very Good,Above Average,1923,2014,DC
3232,176550,4/22/15,1.5,3,1352,1878,2,Average,Average,1925,0,DC
3233,630000,5/22/14,3.5,3,1336,1890,2,Very Good,Average,1925,2014,DC
3234,695000,3/25/15,2.5,3,1312,2367,2,Good,Above Average,1924,2011,DC
3235,698000,2/18/15,3.5,3,1644,1816,2,Very Good,Average,1923,2015,DC
3239,680000,4/6/15,3,2,1152,1397,2,Good,Average,1922,2005,DC
3241,699000,5/6/15,1,3,1966,1500,2.25,Average,Above Average,1907,0,DC
3242,685000,3/4/15,3.5,4,1660,1816,2,Very Good,Average,1923,2014,DC
3243,702000,11/13/14,3.5,4,1680,1700,2,Very Good,Average,1925,2014,DC
3244,715501,10/22/14,3.5,3,1615,2072,2,Very Good,Average,1917,2014,DC
3245,650000,9/22/14,3.5,3,1402,1625,2,Very Good,Above Average,1912,2014,DC
3247,700000,11/13/14,2.5,4,1853,1700,2,Average,Good Quality,1906,0,DC
3252,510000,1/15/15,2,3,1600,2424,2,Average,Above Average,1909,0,DC
3253,510000,10/30/14,1,3,1600,2424,2,Average,Above Average,1909,0,DC
3254,517000,8/12/14,2,3,1280,2140,2,Good,Average,1907,2015,DC
3255,525900,11/12/14,2,3,1370,2140,2,Average,Average,1907,2016,DC
3256,657500,4/15/15,2,3,1280,2750,2,Good,Average,1907,2011,DC
3257,450000,11/19/14,2,3,976,975,2,Average,Above Average,1914,0,DC
3258,672210,5/12/15,1.5,4,2480,2481,3,Average,Good Quality,1909,2002,DC
3260,655000,8/15/14,2.5,4,1573,1349,2,Average,Above Average,1900,2009,DC
3261,745000,10/17/14,2.5,3,1706,1624,2,Good,Good Quality,1900,2015,DC
3263,799997,4/28/15,3.5,4,1680,1416,2,Good,Average,1910,2015,DC
3265,752000,5/14/15,3.5,4,1680,1700,2,Very Good,Average,1925,2015,DC
3266,702000,1/21/15,3.5,3,1488,1200,2,Very Good,Average,1912,2014,DC
3267,382475,12/19/14,1,3,1380,1200,2,Average,Average,1912,0,DC
3269,569900,5/5/15,3.5,4,1428,1671,2,Very Good,Average,1923,2014,DC
3271,820000,9/3/14,3.5,4,1415,1444,2,Very Good,Above Average,1923,2014,DC
3272,699000,11/12/14,3,3,1270,1191,2,Very Good,Above Average,1905,2012,DC
3275,183796,12/15/14,3.5,5,1488,2211,2,Average,Above Average,1906,2014,DC
3278,670000,7/29/14,3.5,4,1572,1452,2,Very Good,Average,1912,2004,DC
3279,520000,8/27/14,2,3,1360,2124,2,Good,Average,1910,2003,DC
3281,710000,1/12/15,3.5,5,1858,1578,2,Average,Above Average,1925,0,DC
3282,850000,3/13/15,3,3,1682,1337,2,Good,Above Average,1900,2006,DC
3283,570000,10/20/14,1.5,3,1514,1500,2,Average,Above Average,1895,0,DC
3284,715000,12/18/14,2.5,3,1712,2412,2,Average,Good Quality,1908,2015,DC
3285,775000,9/15/14,3.5,4,1782,2412,2,Good,Good Quality,1908,2008,DC
3287,725000,8/28/14,3.5,4,1520,1488,2,Very Good,Average,1911,2014,DC
3289,700000,9/30/14,3,3,1216,2725,2,Very Good,Average,1912,2011,DC
3290,749000,5/26/15,3.5,4,1576,2708,2,Very Good,Average,1931,2015,DC
3292,950000,5/21/15,3.5,4,1607,2520,2,Very Good,Above Average,1912,2010,DC
3294,690000,2/27/15,3.5,4,1752,2027,2,Good,Above Average,1925,2015,DC
3295,775000,7/3/14,3.5,3,1408,2809,2,Very Good,Average,1912,2014,DC
3297,375000,5/22/14,3.5,3,1764,2313,2,Very Good,Average,1905,2015,DC
3298,482000,10/1/14,3.5,4,1800,2313,2,Good,Average,1905,2004,DC
3299,1030000,6/2/14,3.5,6,2282,1667,3,Very Good,Good Quality,1909,2014,DC
3300,1250000,11/26/14,4.5,6,2018,2240,3,Very Good,Good Quality,1909,2002,DC
3301,781000,5/30/14,4,7,2488,1564,2.5,Good,Good Quality,1920,2015,DC
3302,900000,6/5/14,3.5,5,2214,1534,3,Good,Above Average,1908,2015,DC
3304,368650,5/4/15,6.5,8,3606,1188,3,Good,Good Quality,1906,2006,DC
3305,510000,7/7/14,3.5,4,2096,1643,2,Very Good,Average,1911,2015,DC
3306,520000,11/17/14,2,3,1240,1500,2,Average,Average,1912,0,DC
3307,735000,5/2/14,2,4,1796,1223,2,Average,Above Average,1910,2007,DC
3309,850500,6/5/14,3.5,4,1908,1586,2,Good,Good Quality,1895,2015,DC
3311,805000,5/29/15,2.5,4,2162,1419,2,Average,Good Quality,1900,0,DC
3312,570500,3/27/15,3.5,3,1200,1215,2,Very Good,Average,1920,2015,DC
3313,610000,4/15/15,3,4,2628,1469,3,Good,Average,1938,2005,DC
3314,745000,8/13/14,3,2,1144,1402,2,Very Good,Above Average,1909,2014,DC
3315,769000,5/14/14,3.5,6,1584,2155,2,Very Good,Above Average,1917,2014,DC
3316,576000,5/27/15,3,3,1220,2826,2,Very Good,Average,1934,2012,DC
3317,634000,11/7/14,3.5,4,1620,2826,2,Very Good,Average,1935,2014,DC
3318,472000,8/21/14,3,3,1442,1561,2,Good,Above Average,1935,2014,DC
3319,530000,7/18/14,3.5,4,1442,1561,2,Good,Above Average,1936,2013,DC
3320,677000,6/10/14,3.5,4,1458,1754,2,Very Good,Average,1911,2014,DC
3322,810000,6/19/14,3.5,4,2448,2233,2,Good,Above Average,1922,2014,DC
3324,699900,11/4/14,1.5,3,1232,1129,2,Good,Above Average,1909,2014,DC
3326,450000,6/18/14,1,3,1736,1826,2,Average,Above Average,1925,0,DC
3328,350000,7/11/14,1,3,1320,1700,2,Average,Average,1923,0,DC
3329,550000,5/5/15,2.5,3,1260,3360,2,Good,Average,1938,2010,DC
3331,629000,8/5/14,3.5,4,1558,3010,2,Good,Average,1937,2014,DC
3332,840000,12/30/14,3.5,4,1630,2208,2,Very Good,Above Average,1916,2014,DC
3333,304440,5/21/14,1,3,1416,2162,2,Average,Above Average,1925,0,DC
3334,560000,4/2/15,2.5,4,1408,2553,2,Good,Average,1926,0,DC
3335,549500,12/24/14,2.5,3,1424,2565,2,Very Good,Average,1926,2002,DC
3336,608000,10/23/14,4,4,1680,1790,2,Very Good,Average,1925,2014,DC
3339,551000,4/1/15,2.5,3,1456,1606,2,Good,Average,1926,2004,DC
3340,512000,5/27/15,1.5,3,1360,3500,2,Good,Average,1927,2016,DC
3342,630000,9/11/14,3.5,6,1584,1997,2,Good,Average,1930,2014,DC
3346,600000,3/6/15,1,3,1200,2800,2,Average,Average,1923,0,DC
3347,365750,2/5/15,1.5,3,1620,4438,2,Average,Average,1925,1992,DC
3348,692000,5/20/14,4.5,4,1659,4573,2.25,Good,Above Average,1939,2013,DC
3349,815000,12/23/14,3.5,4,1680,2134,2,Very Good,Average,1923,2015,DC
3350,830000,12/23/14,3.5,4,1800,1700,2,Very Good,Above Average,1914,2014,DC
3351,630000,12/31/14,2,3,1544,1800,2,Good,Above Average,1916,2000,DC
3352,825000,5/29/14,3.5,4,1760,1800,2,Very Good,Above Average,1916,2014,DC
3353,555250,8/1/14,4,9,3456,3122,2,Average,Above Average,1937,0,DC
3355,757500,11/28/14,3.5,5,1842,6570,2,Very Good,Above Average,1915,2014,DC
3356,839900,3/3/15,2,4,1896,1212,2,Very Good,Average,1921,2005,DC
3357,715000,4/2/15,3.5,4,1372,1494,2,Very Good,Average,1924,2012,DC
3358,725000,4/27/15,3.5,4,1600,1800,2,Very Good,Average,1923,2015,DC
3360,300000,7/22/14,2,2,862,1493,2,Average,Average,1950,0,DC
3361,375000,5/26/15,1.5,2,862,1493,2,Good,Average,1950,0,DC
3362,650000,9/3/14,2.5,4,1700,2751,2,Good,Average,1931,2014,DC
3363,600000,7/11/14,1.5,4,1560,2850,2,Good,Average,1920,2010,DC
3364,775000,10/20/14,3.5,4,1632,2375,2,Very Good,Average,1920,2006,DC
3368,620000,8/21/14,2.5,4,1508,3125,2,Good,Above Average,1935,2006,DC
3369,650000,5/9/14,3.5,4,1812,4125,2,Good,Above Average,1936,2014,DC
3370,399990,10/31/14,2,3,1152,1512,2,Good,Average,1939,0,DC
3371,393000,9/4/14,2,4,1152,1512,2,Good,Average,1939,0,DC
3373,625000,4/2/15,3.5,4,1386,4483,2,Good,Above Average,1928,2014,DC
3376,445000,5/4/15,2.5,3,1621,2913,2,Average,Average,1936,0,DC
3377,474000,5/7/14,2.5,3,1555,2751,2,Good,Average,1936,1992,DC
3378,532000,4/13/15,2,3,1762,2768,2,Good,Average,1936,2015,DC
3379,450000,1/12/15,2,3,1512,1833,2,Average,Average,1930,0,DC
3380,600000,3/23/15,3.5,4,1609,3840,2.5,Good,Above Average,1935,2014,DC
3382,350000,11/7/14,2,4,1024,2737,2,Average,Average,1948,2008,DC
3384,365000,5/13/14,1.5,2,816,4000,1.5,Average,Average,1925,0,DC
3385,600000,5/15/14,3,4,1512,1692,2,Good,Average,1932,2014,DC
3388,800000,6/16/14,3.5,4,1748,1226,2,Very Good,Average,1919,2014,DC
3389,605000,11/4/14,3.5,4,1596,2912,2,Good,Average,1937,2011,DC
3391,457500,12/31/14,2,3,1608,1620,2,Average,Average,1933,0,DC
3392,445000,11/4/14,2.5,3,1566,1620,2,Good,Average,1933,2010,DC
3393,695000,10/15/14,3,3,1368,1758,2,Good,Average,1923,2008,DC
3396,475000,8/28/14,3,2,1368,2886,2,Good,Above Average,1936,2011,DC
3398,505000,6/10/14,3.5,4,1260,1800,2,Average,Average,1937,2010,DC
3399,505000,6/11/14,2,3,1512,1833,2,Good,Average,1931,2014,DC
3400,370000,3/12/15,2,4,1386,1523,2,Average,Average,1925,0,DC
3403,742240,8/22/14,3.5,4,1496,1625,2,Very Good,Average,1912,2014,DC
3404,465000,11/13/14,2.5,3,1591,6100,2,Average,Above Average,1935,0,DC
3406,428500,9/5/14,1,2,900,5906,1.5,Average,Average,1925,2011,DC
3407,219300,6/30/14,1,1,896,2496,2,Average,Average,1949,0,DC
3408,346000,5/28/15,1,2,832,3424,2,Good,Average,1952,0,DC
3409,455000,1/14/15,3,4,1260,1530,2,Good,Above Average,1936,2005,DC
3411,349000,6/25/14,2.5,3,1440,1637,2,Average,Average,1938,2015,DC
3412,470000,6/5/14,2.5,3,1228,2565,2,Average,Average,1927,0,DC
3413,178500,10/23/14,1.5,3,1460,2565,2,Average,Average,1927,0,DC
3414,440000,11/28/14,1.5,3,1368,1784,2,Average,Average,1931,0,DC
3415,570000,12/17/14,3.5,3,1476,1617,2,Very Good,Average,1931,2013,DC
3416,609000,9/23/14,3.5,4,1512,1816,2,Very Good,Average,1931,2014,DC
3418,644000,7/22/14,3.5,3,1368,1545,2,Very Good,Average,1927,2014,DC
3419,749900,6/3/14,3.5,3,1840,1900,2,Very Good,Average,1922,2014,DC
3420,775000,9/26/14,3.5,4,1840,1900,2,Very Good,Average,1922,2014,DC
3422,420000,6/20/14,2,3,1188,1800,2,Average,Above Average,1936,0,DC
3423,747000,9/22/14,3.5,4,1496,2536,2,Very Good,Average,1912,2014,DC
3424,570000,8/21/14,2,3,1242,1080,2,Good,Above Average,1913,2014,DC
3425,670000,9/15/14,2.5,3,1158,1080,2,Very Good,Above Average,1913,2014,DC
3427,425000,1/12/15,2.5,4,1595,1922,2,Average,Above Average,1936,2015,DC
3428,535000,5/30/14,3,3,1177,2556,2,Very Good,Average,1936,2014,DC
3429,494000,7/14/14,2.5,4,1331,3247,2,Good,Above Average,1937,2013,DC
3430,424000,3/18/15,4,3,832,2824,2,Good,Average,1952,0,DC
3431,399999,3/31/15,1,2,736,3918,1,Average,Average,1923,0,DC
3432,410000,7/10/14,1.5,3,1243,1445,2,Average,Above Average,1939,2007,DC
3433,387000,7/15/14,1.5,3,1368,1316,2,Average,Average,1916,1988,DC
3434,370000,11/6/14,1,2,672,902,2,Good,Average,1921,2009,DC
3435,385000,12/30/14,2.5,3,1260,1672,2,Average,Above Average,1939,0,DC
3437,570000,5/28/15,3,3,1394,8075,1.5,Good,Average,1925,2003,DC
3438,632000,4/10/15,2,3,1504,1742,2,Good,Average,1917,1984,DC
3439,745000,6/18/14,3.5,3,1640,2150,2,Very Good,Average,1916,2014,DC
3442,640000,12/1/14,3.5,4,1462,1701,2,Good,Average,1930,2014,DC
3444,690000,2/20/15,3.5,3,2040,1700,2,Good,Above Average,1920,2014,DC
3448,376000,12/22/14,1.5,2,1202,2600,1.5,Average,Average,1925,0,DC
3451,521000,6/3/14,2,3,1184,1740,2,Good,Above Average,1913,2004,DC
3452,500000,6/6/14,1.5,3,1080,1836,2,Average,Above Average,1913,2014,DC
3453,415000,11/3/14,3.5,3,1336,1224,2,Good,Above Average,1913,2015,DC
3455,595000,10/31/14,2.5,3,1746,6000,1.5,Good,Above Average,1930,2004,DC
3456,610000,10/31/14,3.5,4,1476,1800,2,Very Good,Above Average,1932,2014,DC
3459,585000,6/6/14,3,3,1400,3563,2,Good,Above Average,1936,2011,DC
3460,460000,3/24/15,2,4,1151,2622,2,Good,Above Average,1940,0,DC
3461,650000,5/12/15,3.5,3,1352,1314,2,Very Good,Above Average,1913,2015,DC
3462,675000,1/9/15,3.5,4,1384,1314,2,Very Good,Above Average,1913,2013,DC
3463,535000,1/2/15,3.5,3,1691,1800,2,Very Good,Above Average,1937,2014,DC
3464,518000,5/4/15,4,4,3168,3960,2,Good,Average,1937,0,DC
3466,414920,11/7/14,1,3,1688,8108,2,Average,Average,1921,2011,DC
3467,435000,3/18/15,2,3,1396,2268,2,Good,Average,1928,2015,DC
3468,399999,10/2/14,1.5,2,972,5182,2,Average,Average,1917,2015,DC
3470,420000,3/4/15,2,3,1350,1710,2,Average,Above Average,1932,0,DC
3471,385000,1/16/15,2.5,3,1512,1710,2,Average,Above Average,1932,0,DC
3472,499999,6/24/14,4,4,2720,4405,2,Average,Average,1937,0,DC
3473,665000,7/31/14,3.5,4,2160,5750,2,Good,Average,1927,2014,DC
3474,469900,2/4/15,3,4,1540,3638,2,Average,Above Average,1938,2015,DC
3475,599900,11/18/14,3.5,3,1940,1950,2,Good,Above Average,1926,2009,DC
3476,685000,8/5/14,3.5,4,1980,1950,2,Very Good,Above Average,1926,2014,DC
3477,485000,2/25/15,2,3,1392,2271,2,Average,Above Average,1936,1978,DC
3478,489000,8/8/14,1.5,4,1666,1538,2,Average,Above Average,1909,2010,DC
3480,529000,5/12/14,2.5,3,1672,1450,2,Good,Above Average,1909,0,DC
3481,525000,8/11/14,2,4,1564,2025,2,Average,Average,1923,1959,DC
3482,415000,5/22/15,1.5,3,1440,1890,2,Average,Average,1931,2015,DC
3483,449000,10/29/14,1.5,3,1312,1632,2,Good,Average,1933,2014,DC
3484,880000,7/31/14,3.5,5,2955,8100,2,Good,Average,1921,2014,DC
3485,438000,3/4/15,2,3,1248,3000,1,Good,Average,1926,0,DC
3486,515000,6/12/14,2,2,1192,1256,2,Good,Average,1923,1992,DC
3487,191770,5/14/15,2,3,1332,1939,2,Average,Above Average,1935,0,DC
3488,750000,11/19/14,3.5,4,2040,6268,2,Good,Average,1925,2014,DC
3489,550000,7/2/14,3.5,4,1492,1530,2,Very Good,Average,1931,2013,DC
3490,570000,6/17/14,3.5,3,1476,1505,2,Good,Above Average,1931,2011,DC
3491,540000,9/22/14,2,4,1080,909,2,Good,Above Average,1913,2006,DC
3492,500000,10/24/14,1.5,4,1116,1116,2,Good,Above Average,1913,2014,DC
3493,603225,6/3/14,1.5,3,1781,4802,2.25,Good,Above Average,1924,2014,DC
3494,550000,5/27/14,3,5,1554,5231,2,Good,Above Average,1941,0,DC
3495,300000,12/30/14,1,2,848,6228,1,Average,Average,1922,0,DC
3496,699900,9/3/14,3.5,4,2050,1920,2,Good,Above Average,1920,2014,DC
3497,792300,1/23/15,3.5,5,2816,5565,2,Very Good,Good Quality,2014,0,DC
3498,821560,12/1/14,3.5,5,2816,5565,2,Very Good,Good Quality,2014,0,DC
3499,742835,11/10/14,3.5,5,2816,5565,2,Very Good,Good Quality,2014,0,DC
3500,762600,9/26/14,3.5,4,2816,5565,2,Very Good,Good Quality,2014,0,DC
3501,774785,11/12/14,3.5,4,2816,5565,2,Very Good,Good Quality,2014,0,DC
3502,762370,9/11/14,3.5,4,2816,5565,2,Very Good,Good Quality,2014,0,DC
3503,736340,8/18/14,3.5,4,2816,5565,2,Very Good,Good Quality,2014,0,DC
3504,756950,8/25/14,3.5,4,2816,7023,2,Very Good,Good Quality,2014,0,DC
3505,556990,8/5/14,3.5,3,1368,976,2,Very Good,Good Quality,2014,0,DC
3506,547352,8/5/14,4,3,1384,864,2,Very Good,Good Quality,2014,0,DC
3507,543045,8/5/14,3.5,3,1368,928,2,Very Good,Good Quality,2014,0,DC
3508,520600,9/22/14,3.5,3,1368,864,2,Very Good,Good Quality,2014,0,DC
3509,600000,9/10/14,3.5,3,1584,972,2,Very Good,Good Quality,2014,0,DC
3510,604482,7/8/14,3.5,3,1584,1048,2,Very Good,Good Quality,2014,0,DC
3511,590030,7/7/14,3.5,3,1584,1236,2,Very Good,Good Quality,2014,0,DC
3512,592995,7/1/14,3.5,3,1584,1467,2,Very Good,Good Quality,2014,0,DC
3513,526725,5/19/14,3.5,3,1368,1292,2,Very Good,Good Quality,2014,0,DC
3514,490000,10/28/14,3.5,3,1388,1125,2,Very Good,Good Quality,2014,0,DC
3515,564000,7/18/14,3.5,3,1584,1188,2,Very Good,Good Quality,2013,0,DC
3516,595000,5/26/15,3.5,4,1320,2084,2,Good,Average,1925,2005,DC
3517,604000,4/15/15,3.5,4,1320,2083,2,Good,Average,1925,2007,DC
3518,695000,3/18/15,3.5,3,1616,1334,2,Very Good,Average,1912,2014,DC
3519,333000,11/25/14,1.5,3,1006,4351,1,Good,Above Average,1960,0,DC
3520,540000,3/19/15,2.5,2,1280,1425,2,Very Good,Average,1904,2015,DC
3521,623000,5/22/14,3.5,3,1704,2707,2,Good,Average,1917,2007,DC
3523,655000,11/5/14,1.5,2,1792,1533,2,Good,Above Average,1905,2010,DC
3524,501000,3/12/15,1.5,3,1504,1127,2,Average,Above Average,1905,0,DC
3525,485000,8/15/14,3,3,1080,930,2,Very Good,Average,1922,2008,DC
3526,604000,5/13/15,3.5,4,1360,2867,2,Good,Average,1925,2006,DC
3527,5250000,5/19/15,7,4,4400,2246,3,Very Good,Above Average,2015,0,DC
3528,5250000,5/19/15,7,4,4400,2246,3,Very Good,Above Average,2015,0,DC
3529,5250000,5/19/15,7,4,4400,2246,3,Very Good,Above Average,2015,0,DC
3530,5250000,5/19/15,7,4,4400,2246,3,Very Good,Above Average,2015,0,DC
3531,275000,10/30/14,2,2,1336,2220,2,Average,Average,1953,0,DC
3532,500000,5/19/14,1.5,3,1631,1624,2,Average,Good Quality,1905,0,DC
3533,560000,8/8/14,3,4,1718,1624,2,Average,Good Quality,1909,2014,DC
3537,399999,7/28/14,2,3,1222,1917,2,Good,Average,1925,2000,DC
3539,570000,3/31/15,2.5,3,1096,1350,2,Very Good,Average,1925,2015,DC
3540,472500,3/31/15,2,4,1224,3164,2,Good,Average,1946,0,DC
3541,410000,10/1/14,1.5,3,1257,1431,2,Good,Above Average,1939,0,DC
3542,549000,6/11/14,3.5,3,1074,802,2,Very Good,Average,1923,2014,DC
3543,520000,5/5/15,3,3,1224,1710,2,Very Good,Average,1937,2014,DC
3544,599900,7/25/14,2.5,4,1280,1993,2,Good,Above Average,1939,2014,DC
3545,470000,11/26/14,3,3,1500,2925,2,Good,Above Average,1938,2015,DC
3547,385000,12/30/14,1,3,1336,1700,2,Average,Average,1913,0,DC
3548,720000,4/29/15,3.5,4,1974,1680,2,Good,Above Average,1921,2015,DC
3550,605000,8/21/14,3.5,5,1680,1700,2,Very Good,Above Average,1915,2002,DC
3553,617500,4/6/15,3.5,7,2510,4449,2,Good,Above Average,1932,2015,DC
3555,656500,5/22/15,3,3,996,975,2,Very Good,Average,1923,2015,DC
3556,417500,5/14/14,2.5,2,944,975,2,Good,Average,1923,2005,DC
3560,469900,10/15/14,3,4,1504,2040,2,Average,Good Quality,1936,0,DC
3561,499900,10/14/14,2.5,3,1452,1748,2,Good,Above Average,1937,2014,DC
3562,710000,6/3/14,3.5,4,1152,1620,2,Very Good,Average,1907,2011,DC
3563,835000,3/12/15,3,4,1908,1620,2,Very Good,Above Average,1905,2013,DC
3565,528000,5/15/15,1.5,2,1028,1040,2,Good,Average,1925,2010,DC
3566,463000,6/3/14,2,3,1028,1040,2,Very Good,Average,1925,2003,DC
3567,595000,3/2/15,3.5,3,1080,968,2,Very Good,Above Average,1912,2015,DC
3568,514000,12/9/14,2,3,1080,945,2,Very Good,Above Average,1902,2014,DC
3569,620000,11/26/14,4,5,1800,1314,2,Good,Above Average,1920,2004,DC
3571,650000,5/11/15,3,3,1360,1500,2,Very Good,Above Average,1917,2011,DC
3573,475000,6/3/14,2.5,4,1260,822,2,Very Good,Average,1924,2008,DC
3574,454900,10/2/14,1.5,3,1152,1620,2,Good,Average,1939,0,DC
3575,399999,8/15/14,3,3,1403,2833,2,Average,Above Average,1935,0,DC
3577,625000,10/1/14,3.5,3,1216,1424,2,Very Good,Average,1925,2014,DC
3578,599900,12/29/14,2.5,4,1732,2622,2,Good,Average,1920,0,DC
3579,615000,10/24/14,1.5,3,1670,2334,2,Good,Above Average,1920,2013,DC
3580,725000,8/18/14,3.5,4,1842,1666,2.25,Good,Good Quality,1905,2004,DC
3581,835000,5/18/15,2.5,7,2233,1581,2.5,Good,Good Quality,1900,2012,DC
3582,495000,7/10/14,2,3,1260,1520,2,Very Good,Average,1926,2006,DC
3584,650000,9/2/14,2.5,3,1866,1800,2,Good,Good Quality,1905,2007,DC
3585,679000,4/29/15,3.5,4,1352,1386,2,Good,Above Average,1913,2005,DC
3586,480000,12/23/14,1.5,3,1250,1386,2,Average,Above Average,1913,2015,DC
3587,600000,5/15/14,2.5,4,1120,1220,2,Very Good,Above Average,1913,2014,DC
3588,482500,10/3/14,2.5,3,1080,1764,2,Good,Above Average,1913,2014,DC
3589,525000,6/3/14,2,3,1280,2000,2,Good,Above Average,1912,0,DC
3590,495000,4/9/15,2,2,1152,990,2,Average,Above Average,1912,2015,DC
3591,259065,4/7/15,3,4,1200,1010,2,Good,Above Average,1914,2013,DC
3592,435000,1/2/15,1.5,0,1290,2147,0,Good,Average,1925,0,DC
3593,510000,12/8/14,3,4,1452,2259,2,Good,Above Average,1936,2011,DC
3594,525000,7/25/14,3.5,4,1452,1850,2,Very Good,Above Average,1937,2010,DC
3595,640000,8/20/14,3.5,5,1810,2141,2,Very Good,Above Average,1937,2014,DC
3597,695000,11/10/14,3.5,3,1920,1488,2,Very Good,Average,1910,2014,DC
3599,717500,5/12/14,3.5,4,1520,1500,2,Very Good,Above Average,1917,2014,DC
3600,708350,9/22/14,3.5,4,1520,1500,2,Very Good,Above Average,1917,2014,DC
3601,425000,5/11/15,2,3,1260,1748,2,Average,Above Average,1936,0,DC
3603,782043,3/4/15,3.5,4,2728,5255,2,Very Good,Good Quality,2014,0,DC
3604,763890,8/5/14,3.5,4,2548,6039,2,Very Good,Good Quality,2014,0,DC
3605,566500,7/28/14,2.5,3,1260,986,2,Very Good,Average,1925,2014,DC
3606,159750,10/6/14,1,3,2232,1764,2,Average,Above Average,1931,0,DC
3607,464000,6/13/14,3,3,1492,1917,2,Average,Above Average,1933,2002,DC
3608,178200,4/2/15,3,5,1990,1725,2,Average,Good Quality,1900,0,DC
3609,650000,12/8/14,3.5,4,1332,1310,2,Very Good,Average,1936,2014,DC
3611,425000,12/19/14,2.5,3,1228,1625,2,Good,Average,1948,2014,DC
3613,450000,4/15/15,1,3,1462,1369,2,Average,Above Average,1900,0,DC
3615,392000,2/19/15,1.5,3,1462,1085,2,Average,Above Average,1931,2007,DC
3617,610000,10/29/14,2.5,3,1716,1522,2,Good,Good Quality,1907,2014,DC
3618,741500,12/18/14,3.5,3,1520,1935,2,Very Good,Above Average,1912,2014,DC
3619,635000,8/8/14,3.5,4,1260,2000,2,Good,Above Average,1912,2013,DC
3620,470000,10/24/14,1.5,4,1232,1344,2,Very Good,Average,1926,2008,DC
3621,370500,5/11/15,2.5,3,1824,2000,2,Average,Average,1904,0,DC
3622,431000,12/5/14,2,3,1388,2037,2,Average,Above Average,1927,2005,DC
3624,540000,3/2/15,3,3,1457,1800,2,Good,Good Quality,1934,2014,DC
3625,580000,4/27/15,3.5,4,1816,1488,2,Good,Average,1910,2014,DC
3628,270000,6/18/14,2,2,1406,2100,2,Good,Average,1949,2017,DC
3630,350000,8/5/14,1.5,3,1088,2750,2,Good,Average,1951,2011,DC
3631,345000,10/15/14,1.5,3,1088,2654,2,Good,Average,1954,1984,DC
3632,430000,11/18/14,2.5,3,1080,3374,2,Very Good,Average,1952,2014,DC
3633,485000,4/6/15,3.5,4,1750,3031,2,Good,Average,1953,2014,DC
3635,595000,9/19/14,1,3,1242,1913,2,Very Good,Average,1925,2014,DC
3636,430000,12/3/14,2.5,3,1400,2579,2,Good,Average,1954,2014,DC
3637,269000,1/30/15,2,2,1152,2062,2,Good,Average,1942,0,DC
3638,324000,11/6/14,1,2,900,2034,2,Average,Average,1950,0,DC
3639,242500,10/14/14,1,2,1076,2044,2,Average,Average,1950,0,DC
3640,440000,10/28/14,2.5,3,1548,1430,2,Good,Average,1927,2015,DC
3641,575000,4/29/15,2.5,4,1532,1430,2,Good,Average,1927,2005,DC
3643,437500,5/6/15,2.5,3,1088,2631,2,Very Good,Average,1954,2014,DC
3644,450000,7/24/14,2,3,1120,1676,2,Average,Average,1942,0,DC
3647,617500,9/29/14,2.5,3,1740,2636,2,Good,Average,1905,2015,DC
3648,783813,5/9/14,3.5,3,1582,1015,3,Very Good,Good Quality,2013,0,DC
3649,774900,9/19/14,3.5,3,1582,873,3,Very Good,Good Quality,2013,0,DC
3650,750000,7/18/14,3.5,3,1582,873,3,Very Good,Good Quality,2013,0,DC
3651,759000,5/29/15,3.5,3,1398,776,3,Very Good,Good Quality,2013,0,DC
3652,560000,10/10/14,2.5,3,1279,6000,1.5,Average,Average,1941,0,DC
3653,569000,3/20/15,3,3,1020,1864,2,Very Good,Average,1927,2014,DC
3656,539000,6/17/14,3.5,4,1792,4800,1,Good,Average,1942,2013,DC
3658,629900,11/14/14,3.5,3,1388,1850,2,Very Good,Above Average,1928,2014,DC
3659,425000,2/4/15,1.5,2,1452,2874,2,Average,Above Average,1928,2006,DC
3660,320000,5/4/15,1.5,2,900,1840,2,Average,Average,1950,0,DC
